Course No.,CRN,Course Title,CR.,Faculty,Days,From-To,Exam/Paper
LAWJ-936-11,(CRN #: 24952),Law of War Seminar,2,"Jackson, Richard B. / Schoettler, James A., Jr.",M,7:55-9:55,12/5C
LAWJ-552-05,(CRN #: 14090),Law Students in Court,0,,M,6:00-8:00,SR
LAWJ-274-05,(CRN #: 13919),"Law, Conscience, and Nonviolence Seminar",2,"McCarthy, Colman",T,3:30-5:30,Paper
LAWJ-701-09,(CRN #: 20357),"Law, Politics, and Policy in WTO & US Trade Law",2,"Hecht, James / Keeler, Timothy J.",T,7:55-9:55,TK
LAWJ-297-06,(CRN #: 13933),Lawmaking and Statutory Interpretation Seminar,1,"Norton, Eleanor H.",M,3:30-5:30,WR
LAWJ-536-11,(CRN #: 32858),Legal Writing Seminar: Theory and Practice for Law Fellows,2,"Cedrone, Michael J.",R,9:00-11:00,WR
LAWJ-536-13,(CRN #: 29272),Legal Writing Seminar: Theory and Practice for Law Fellows,2,"Tiscione, Kristen K.",T,3:30-5:30,WR
LAWJ-536-14,(CRN #: 29274),Legal Writing Seminar: Theory and Practice for Law Fellows,2,"Donahoe, Diana R.",W,11:10-1:10,WR
LAWJ-536-15,(CRN #: 29277),Legal Writing Seminar: Theory and Practice for Law Fellows,2,"DeLaurentis, Frances C.",W,11:10-1:10,WR
LAWJ-536-17,(CRN #: 29276),Legal Writing Seminar: Theory and Practice for Law Fellows,2,"Ross, Julia L.",M,5:45-7:45,WR
LAWJ-536-22,(CRN #: 29258),Legal Writing Seminar: Theory and Practice for Law Fellows,2,"Wherry, Jessica",T,9:00-11:00,WR
LAWJ-536-23,(CRN #: 29273),Legal Writing Seminar: Theory and Practice for Law Fellows,2,"McMahon, Susan A.",M,11:10-1:10,WR
LAWJ-536-24,(CRN #: 29275),Legal Writing Seminar: Theory and Practice for Law Fellows,2,"Sirota, Rima",R,1:20-3:20,WR
LAWJ-536-25,(CRN #: 29278),Legal Writing Seminar: Theory and Practice for Law Fellows,2,"Reich, Jarrod",R,1:20-3:20,WR
LAWJ-1484-05,(CRN #: 33040),"Legislation and Regulations: Law, Science, and Policy",3,"Ardito, Alissa M. / 
Raso, Connor",T,5:45-8:50,TK
LAWJ-3047-08,(CRN #: 32716),LGBT Health Law and Policy,2,"Mitchum, Preston / Keith, Katie",F,11:10-1:10,Paper
LAWJ-315-05,(CRN #: 13939),Literacy and Law Seminar,2,"Roe, Richard L. / 
Howell, Charisma",M,3:30-5:30,Paper
LAWJ-885-08,(CRN #: 23680),Litigation Practice in International Arbitration,2,"Silberman, Mallory / Carlson, Hugh",M,5:45-7:45,SR
LAWJ-1462-05,(CRN #: 32863),"Managing Complex Litigation:  Counseling, Strategic Planning and Communications Skills for Lawyers Based on the Vioxx Experience",2,"Kuhlik, Bruce N.",W,11:10-1:10,SR
LAWJ-324-05,(CRN #: 27761),Maritime Law,2,"Lewis, Jeffrey H.",M,3:30-5:30,TK
LAWJ-1447-08,(CRN #: 32735),Mediation Advocacy Seminar,2,"Walsh, Kelly N.",FSU,9:00-6:30,Paper&SR
LAWJ-322-05,(CRN #: 13947),Mediation Seminar,3,"Sellers, Sandra",T,9:00-12:00,Paper&SR
LAWJ-1469-05,(CRN #: 33014),Merger Antitrust Law,3,"Collins, Dale",TR,3:30-4:55,TK
LAWJ-434-08,(CRN #: 32855),Mergers and Acquisitions,3,"Thompson, Robert",TR,9:35-11:00,12/5A
LAWJ-593-05,(CRN #: 27412),National and Global Health Law: O'Neill Colloquium,3,"Gostin, Lawrence O. / 
Crowley, Jeffrey S.",W,1:20-3:20,WR
LAWJ-593-08,(CRN #: 27414),National and Global Health Law: O'Neill Colloquium,2,"Gostin, Lawrence O. / 
Crowley, Jeffrey S.",W,1:20-3:20,Paper
LAWJ-2070-08,(CRN #: 27306),National Security Business Law,2,"Carter, Phillip E.",M,3:30-5:30,TK
LAWJ-1402-05,(CRN #: 31145),National Security Regulation,2,"Pasco, Brandt",T,5:45-7:45,Paper
LAWJ-1205-05,(CRN #: 33059),"Natural Resources Law: Energy, Water and Land Resources",2,"Beneke, Patricia J.",M,5:45-7:45,Paper
LAWJ-1207-05,(CRN #: 25833),Negotiating a Joint Venture in China,1,"Gounaris, Nestor A.",FSU,9:30-5:00,Paper
LAWJ-1480-05,(CRN #: 32782),Negotiations and Mediation Seminar,3,"Reinberg, Melissa G.",R,10:00-1:00,Paper&SR
LAWJ-1481-05,(CRN #: 32783),Negotiations and Mediation Seminar,3,"Milner Gillers, Rachel / McCarthy Gallagher, Dierdre",FSU,9:00-4:30,Paper&SR
LAWJ-317-07,(CRN #: 13942),Negotiations Seminar,3,"Altman, Stephen D.",T,5:45-8:50,Paper&SR
LAWJ-317-08,(CRN #: 29204),Negotiations Seminar,3,"Altman, Stephen D.",FSU,9:30-5:00,Paper&SR
LAWJ-317-09,(CRN #: 15104),Negotiations Seminar,3,"Carr, Chad M. / Darwin, Florrie J. / Kang, Leah / Krol, Rachel",FSU,9:00-5:00,Paper
LAWJ-317-11,(CRN #: 24943),Negotiations Seminar,3,"Costantino, Cathy A.",F,1:15-5:30,SU
LAWJ-317-12,(CRN #: 32693),Negotiations Seminar,3,"Kleinman, Kondi J.",FSU,9:00-6:00,Paper&SR
LAWJ-317-17,(CRN #: 27769),Negotiations Seminar,3,"Linkins, Julie R.",F,1:15-5:45,SU
LAWJ-317-97,(CRN #: 13944),Negotiations Seminar,3,"Costantino, Cathy A.",F,1:15-5:30,SU
LAWJ-332-01,(CRN #: 30791),Patent Law,3,"Thomas, John R.",MW,9:35-11:00,12/5A
LAWJ-332-07,(CRN #: 33018),Patent Law,3,"Micallef, Joseph",M,5:45-8:50,12/7C
LAWJ-1217-05,(CRN #: 31197),Persuasion,2,"Coyne, Patrick",R,5:45-7:45,Paper&SR
LAWJ-508-05,(CRN #: 32827),Policy Clinic (Harrison Institute for Public Law),8,"Stumberg, Robert K.",T,3:30-5:00,
LAWJ-508-16,(CRN #: 14030),Policy Clinic (Harrison Institute for Public Law),8,"Stumberg, Robert K.",T,3:30-5:00,
LAWJ-408-06,(CRN #: 30700),Poverty Law and Policy (FIELDWORK PRACTICUM),4,"Edelman, Peter B.",M,3:30-5:30,Paper
LAWJ-741-08,(CRN #: 14124),Pre-Negotiation Strategies for Cross-Border Transactions,2,"Turkmani, Chang O.",M,1:20-3:20,12/13A&SR
LAWJ-358-05,(CRN #: 13965),Presentation Skills For Lawyers Seminar,2,"Wolvin, Andrew D.",T,5:45-7:45,SR
LAWJ-361-01,(CRN #: 32736),Professional Responsibility,2,"Lyman, Jennifer P. / 
Noti, Adrienne J.",W,5:45-7:45,TK
LAWJ-361-02,(CRN #: 22375),Professional Responsibility,2,"Tague, Peter W.",W,1:20-3:20,12/12B
LAWJ-361-03,(CRN #: 32916),Professional Responsibility,2,"Teicher, Stuart I.",M,3:30-5:30,TK
LAWJ-361-07,(CRN #: 31130),Professional Responsibility,2,"Frisch, Michael S.",M,5:45-7:45,12/14C
LAWJ-361-27,(CRN #: 29262),Professional Responsibility,2,"Joseph, Daniel",R,5:45-7:45,TK
LAWJ-361-05,(CRN #: 20260),Professional Responsibility and the Future of the Legal Profession,2,"Rezneck, Daniel A.",W,9:00-11:00,12/12B
LAWJ-361-08,(CRN #: 33110),Professional Responsibility: Advocacy and Ethics in Practice,2,"Krantz, Sheldon",W,7:55-9:55,TK
LAWJ-1264-05,(CRN #: 27365),Professional Responsibility: Ethics in Public Interest Practice,3,"Kirkpatrick, Michael T.",M,5:45-7:45,R
LAWJ-1187-05,(CRN #: 30686),Professional Responsibility: Problems from Practice,3,"Schrag, Philip G.",MW,11:10-12:35,12/15A
LAWJ-1461-05,(CRN #: 32861),Prosecution and Defense of Capital and Other Criminal Cases Seminar,2,"Bright, Stephen",TR,5:45-7:45,Paper
LAWJ-1352-05,(CRN #: 29365),Pursuing Fraud Against the Government: A Model of Complex Civil Litigation,3,"Muraskin, David /  Rennert, Stuart M.",M,5:45-8:50,SR
LAWJ-1389-05,(CRN #: 32821),Racialization and American Law Seminar,3,"Munshi, Sherally K.",R,1:20-3:20,WR
LAWJ-1389-08,(CRN #: 30718),Racialization and American Law Seminar,2,"Munshi, Sherally K.",R,1:20-3:20,Paper
LAWJ-3006-08,(CRN #: 29127),Realizing the International Right to Health,1,"Grover, Anand",SU,9:00-5:00,Paper
LAWJ-430-05,(CRN #: 30650),Recent Books on the Constitution Seminar,2,"Barnett, Randy",T,3:30-5:30,Paper
LAWJ-440-08,(CRN #: 29371),Refugee Law and Policy,2,"Neal, David L. / Osuna, Juan P.",R,7:00-9:00,TK
LAWJ-1459-08,(CRN #: 32825),Regulation and Deregulation in the Executive Branch Seminar,3,"Shelanski, Howard",R,3:30-5:30,WR
LAWJ-2054-11,(CRN #: 29964),Regulation of Derivatives,2,"Malyshev, Peter Y.",R,11:10-1:10,Paper
LAWJ-1196-08,(CRN #: 32731),"Religion, Morality and Contested Claims for Justice Seminar",2,"Uelmen, Amelia J. / 
Kessler, Michael",R,10:00-12:00,Paper
LAWJ-1019-05,(CRN #: 33004),"Renewable Energy, Internet, Uber: Bringing Competition to Historically Monopolistic Industries",2,"Hempling, Scott",M,9:00-11:00,Paper
LAWJ-1019-09,(CRN #: 33006),"Renewable Energy, Internet, Uber: Bringing Competition to Historically Monopolistic Industries",3,"Hempling, Scott",M,9:00-11:00,WR
LAWJ-1246-05,(CRN #: 30713),Representing Delinquent Youth from Incarceration through Reentry (PROJECT-BASED PRACTICUM),4,"Louchheim, Whitney / Spain, Penelope",T,1:20-3:20,Paper&SR
LAWJ-712-08,(CRN #: 18486),Rethinking Securities Regulations & the Role of the SEC,2,"Bondi, Bradley J.",W,5:45-7:45,TK
LAWJ-386-05,(CRN #: 27787),Role of the Federal Prosecutor,2,"Creighton, Andrew L. / 
Wheatley, Joseph K.",M,6:00-8:00,TK
LAWJ-403-08,(CRN #: 32699),Rule of Law and the Administration of Justice,2,"Bhansali, Lisa L.",M,3:30-5:30,Paper
LAWJ-760-09,(CRN #: 27692),SEC Regulation of Financial Institutions and the Securities Markets,2,"Paz, Marlon Q. / Norman, Donna K.",M,5:45-7:45,12/5C
LAWJ-860-08,(CRN #: 32707),Securities Arbitration and Mediation,2,"Schuerman, Katherine L.",R,7:55-9:55,TK
LAWJ-396-05,(CRN #: 13983),Securities Regulation,3,"Velikonja, Urska",MW,9:35-11:00,12/6B
LAWJ-396-10,(CRN #: 13984),Securities Regulation,2,"Summer, Barry N. / Fredrickson, David R",W,5:45-7:45,TK
LAWJ-1450-05,(CRN #: 32712),"Segregation Seminar: History and Future for Education, Housing and Opportunity",3,"Cashin, Sheryll D.",M,1:20-3:20,WR
LAWJ-397-05,(CRN #: 30786),Separation of Powers Seminar,3,"Dinh, Viet / 
Clement, Paul D.",T,5:45-7:45,WR
LAWJ-1173-05,(CRN #: 25579),Social Enterprise and Nonprofit Law Clinic,9,"Plerhoples, Alicia",TR,1:20-3:20,SR
LAWJ-3049-08,(CRN #: 32748),Sovereign States and the Permanent Court of Arbitration,1,"Daly, Brooks W.",SU,10:00-2:00,TK
LAWJ-406-08,(CRN #: 32746),Space Law Seminar,2,"Schenewerk, Caryn B.",M,9:00-11:00,Paper
LAWJ-1211-08,(CRN #: 30785),"Special Topics in Jurisprudence: Gender, Race and Class Seminar",3,"West, Robin L.",T,10:00-12:00,WR
LAWJ-944-10,(CRN #: 21331),State and Local Taxation: Income & Franchise Taxes,2,"Evans, Marianne / Lard, Todd A.",M,7:55-9:55,TK
LAWJ-824-10,(CRN #: 21333),State and Local Taxation: Other Business Taxes,2,"Tatarowicz, Philip M.",W,5:45-7:45,TK
LAWJ-2031-08,(CRN #: 24008),State and Local Taxation: Sales and Use Taxes,2,"Nagel, Walter",M,5:45-7:45,TK
LAWJ-1348-05,(CRN #: 29333),Strategically Managing Intellectual Property,3,"Lione, Gail A.",T,9:00-12:00,Paper&SR
LAWJ-1397-05,(CRN #: 31125),Street Law: Criminal Justice and Human Rights (PROJECT-BASED PRACTICUM),5,"Roe, Richard L. / 
Howell, Charisma",R,3:30-5:30,SR
LAWJ-418-05,(CRN #: 25232),Supreme Court Seminar,3,"Bloch, Susan L.",T,1:20-3:20,WR
LAWJ-418-09,(CRN #: 18150),Supreme Court Seminar,2,"Bloch, Susan L.",T,1:20-3:20,Paper
LAWJ-2072-08,(CRN #: 27740),Survey of State and Local Taxation (formerly: U.S. Subnational Taxation of Multijurisdictional Entities),2,"Tatarowicz, Philip M. / Frieden, Karl A.",W,1:20-3:20,TK
LAWJ-1299-05,(CRN #: 33109),Tackling the Civil Access to Justice Crisis (FIELDWORK PRACTICUM),4,"Dewey, Elizabeth / Krantz, Sheldon",M,11:10-1:10,Paper&SR
LAWJ-2033-08,(CRN #: 32723),Tax Fraud and Tax Crimes,2,"Sullivan, William M. / Leonardi, Fabio",R,11:10-1:10,TK
LAWJ-428-05,(CRN #: 30698),Tax Policy Seminar,3,"Cohen, Stephen B.",W,5:45-7:45,WR
LAWJ-428-09,(CRN #: 30699),Tax Policy Seminar,2,"Cohen, Stephen B.",W,5:45-7:45,Paper
LAWJ-897-08,(CRN #: 15227),Tax Treaties,2,"Villecco, Tracy M. / Vinnik, Jeffrey L.",R,7:55-9:55,TK
LAWJ-948-08,(CRN #: 14162),Tax Treatment of Charities and Other Nonprofit Organizations,2,"Sanders, Michael I.",W,11:10-1:10,TK
LAWJ-362-08,(CRN #: 32972),Taxation of Partnerships,4,"Galle, Brian D.",MW,1:20-3:20,12/12B
LAWJ-067-07,(CRN #: 22244),"Technology in Legal Practice: A Practical Study of Electronic Discovery, Big Data, Cybersecurity and Beyond",2,"Gronvall, Peter B. / 
Hitsky, Michael L.",T,5:45-7:45,SR
LAWJ-1099-05,(CRN #: 31103),The Art of Regulatory War Seminar,3,"Buzbee, William",M,3:30-5:30,WR
LAWJ-1099-08,(CRN #: 31104),The Art of Regulatory War Seminar,2,"Buzbee, William",M,3:30-5:30,Paper
LAWJ-1467-05,(CRN #: 33061),The Future of International Criminal Justice Seminar,3,"Rapp, Stephen",R,11:10-1:10,WR
LAWJ-1467-08,(CRN #: 32958),The Future of International Criminal Justice Seminar,2,"Rapp, Stephen",R,11:10-1:10,Paper
LAWJ-1327-08,(CRN #: 29149),The Technology of Privacy Seminar,2,"Ohm, Paul",R,1:20-3:20,SR
LAWJ-1463-08,(CRN #: 32947),"The Trump Presidency: Legal, Political and Moral Problems",3,"Lederman, Martin / 
Seidman, Louis",MW,11:10-12:35,TK
LAWJ-433-01,(CRN #: 32737),Trademark and Unfair Competition Law,3,"Cohen, Julie E.",TR,3:30-4:55,TK
LAWJ-1430-05,(CRN #: 33016),Transforming the Police Seminar,2,"Lopez, Christy E.",M,11:10-1:10,Paper
LAWJ-766-10,(CRN #: 32703),Transitional Justice: Theory and Practice,2,"Bassin, Ari S.",T,7:55-9:55,SR
LAWJ-351-01,(CRN #: 22466),Trial Practice,2,"Coffey, John P.",F,11:10-1:10,SR
LAWJ-351-05,(CRN #: 13957),Trial Practice,2,"Gersch, David P.",M,9:00-11:00,SR
LAWJ-351-07,(CRN #: 13960),Trial Practice,2,"Hayes, John C.",W,5:45-7:45,SR
LAWJ-351-08,(CRN #: 27764),Trial Practice,2,"Michelich, John /  Pelletier, Paul E.",M,5:45-7:45,SR
LAWJ-351-09,(CRN #: 13959),Trial Practice,2,"Vasquez, Francis A. /  Vasquez, Mary T.",R,9:00-11:00,SR
LAWJ-1245-09,(CRN #: 26654),Trial Practice and Applied Evidence,3,"Iscoe, Craig S.",T,5:45-8:50,SR
LAWJ-355-05,(CRN #: 13964),Trial Practice Seminar: Working with Expert Witnesses,2,"Petrosinelli, Joseph G. /  Piorkowski, Joseph",M,5:45-7:45,SR
LAWJ-881-08,(CRN #: 14140),U.S. Taxation of International Transactions,3,"Gustafson, Charles H.",T,9:00-11:00,R
LAWJ-1458-05,(CRN #: 32824),Use of Force and Human Rights in International Law Seminar,3,"Regan, Milton C.",T,1:20-3:20,WR
LAWJ-1477-05,(CRN #: 33141),Video Games in the 21st Century: Creativity and Innovation in Action,2,"Golant, Benjamin E.",W,5:45-7:45,Paper
LAWJ-937-08,(CRN #: 18371),War Crimes & Prosecutions,1,"Drimmer, Jonathan",R,7:55-9:55,Paper
LAWJ-672-08,(CRN #: 19027),War Crimes Terrorism & International Criminal Procedure,2,"Paradis, Michel",R,5:45-7:45,Paper
LAWJ-1465-05,(CRN #: 32948),Women and Leadership Seminar,2,"Sale, Hillary",M,3:30-5:30,Paper
LAWJ-1399-05,(CRN #: 31128),"Working on a Deal: Analytical, Negotiation and Drafting Challenges",2,"Marks, Richard  /  Segal, Theodore D.",R,5:45-7:45,SR
LAWJ-244-08,(CRN #: 13911),"World Trade Organization: Law, Policy and Dispute Settlement",3,"Pauwelyn, Joost",TR,9:00-11:00,W
LAWJ-1312-05,(CRN #: 28142),Writing for Practice: Antitrust Economics and Law,1,"Holt, Benjamin F.",R,5:45-7:45,Paper
LAWJ-1350-05,(CRN #: 29358),Writing for Practice: Corporations,2,"Gayer, Judith S.",R,5:45-7:45,Paper
